"Ensembl_nodot"	"ENTREZID"	"Symbol"	"gene_type"	"Chr"	"Start"	"End"	"Strand"
"ENSG00000011052"	"4831"	"NME2"	"protein_coding"	"chr17"	49230951	49249105	"+"
"ENSG00000011052"	"654364"	"NME2"	"protein_coding"	"chr17"	49230951	49249105	"+"
"ENSG00000011083"	"6534"	"SLC6A7"	"protein_coding"	"chr5"	149569520	149602351	"+"
"ENSG00000011105"	"10867"	"TSPAN9"	"protein_coding"	"chr12"	3186521	3395730	"+"
"ENSG00000011114"	"55727"	"BTBD7"	"protein_coding"	"chr14"	93703896	93799438	"-"
"ENSG00000011132"	"9546"	"APBA3"	"protein_coding"	"chr19"	3750817	3761697	"-"
"ENSG00000011143"	"54903"	"MKS1"	"protein_coding"	"chr17"	56282803	56296966	"-"
"ENSG00000011198"	"51099"	"ABHD5"	"protein_coding"	"chr3"	43731605	43775863	"+"
"ENSG00000011201"	"3730"	"KAL1"	"protein_coding"	"chrX"	8496915	8700227	"-"
"ENSG00000011243"	"26993"	"AKAP8L"	"protein_coding"	"chr19"	15490859	15529952	"-"
"ENSG00000011258"	"54799"	"MBTD1"	"protein_coding"	"chr17"	49254786	49337524	"-"
"ENSG00000011260"	"51096"	"UTP18"	"protein_coding"	"chr17"	49337889	49375297	"+"
"ENSG00000011275"	"54476"	"RNF216"	"protein_coding"	"chr7"	5659678	5821370	"-"
"ENSG00000011295"	"54902"	"TTC19"	"protein_coding"	"chr17"	15902694	15948329	"+"
"ENSG00000011304"	"5725"	"PTBP1"	"protein_coding"	"chr19"	797075	812327	"+"
"ENSG00000011332"	"8193"	"DPF1"	"protein_coding"	"chr19"	38701646	38720354	"-"
"ENSG00000011347"	"9066"	"SYT7"	"protein_coding"	"chr11"	61282785	61348620	"-"
"ENSG00000011376"	"23395"	"LARS2"	"protein_coding"	"chr3"	45429998	45590913	"+"
"ENSG00000011405"	"5286"	"PIK3C2A"	"protein_coding"	"chr11"	17099277	17229530	"-"
"ENSG00000011422"	"5329"	"PLAUR"	"protein_coding"	"chr19"	44150247	44174699	"-"
"ENSG00000011426"	"54443"	"ANLN"	"protein_coding"	"chr7"	36429415	36493400	"+"
"ENSG00000011451"	"58525"	"WIZ"	"protein_coding"	"chr19"	15532319	15560762	"-"
"ENSG00000011454"	"2844"	"RABGAP1"	"protein_coding"	"chr9"	125703112	125867145	"+"
"ENSG00000011454"	"23637"	"RABGAP1"	"protein_coding"	"chr9"	125703112	125867145	"+"
"ENSG00000011465"	"1634"	"DCN"	"protein_coding"	"chr12"	91539025	91576900	"-"
"ENSG00000011478"	"54814"	"QPCTL"	"protein_coding"	"chr19"	46195741	46207247	"+"
"ENSG00000011485"	"5536"	"PPP5C"	"protein_coding"	"chr19"	46850251	46896238	"+"
"ENSG00000011523"	"23177"	"CEP68"	"protein_coding"	"chr2"	65283500	65314138	"+"
"ENSG00000011566"	"8491"	"MAP4K3"	"protein_coding"	"chr2"	39476407	39664453	"-"
"ENSG00000011590"	"27033"	"ZBTB32"	"protein_coding"	"chr19"	36195429	36207940	"+"
"ENSG00000011600"	"7305"	"TYROBP"	"protein_coding"	"chr19"	36395303	36399197	"-"
"ENSG00000011638"	"57146"	"TMEM159"	"protein_coding"	"chr16"	21169698	21191937	"+"
"ENSG00000011677"	"2556"	"GABRA3"	"protein_coding"	"chrX"	151334706	151619830	"-"
"ENSG00000012048"	"672"	"BRCA1"	"protein_coding"	"chr17"	41196312	41277500	"-"
"ENSG00000012061"	"2067"	"ERCC1"	"protein_coding"	"chr19"	45910591	45982086	"-"
"ENSG00000012124"	"933"	"CD22"	"protein_coding"	"chr19"	35810164	35838258	"+"
"ENSG00000012171"	"7869"	"SEMA3B"	"processed_transcript"	"chr3"	50304990	50314977	"+"
"ENSG00000012174"	"51360"	"MBTPS2"	"protein_coding"	"chrX"	21857754	21903542	"+"
"ENSG00000012211"	"4007"	"PRICKLE3"	"protein_coding"	"chrX"	49031151	49042845	"-"
"ENSG00000012223"	"4057"	"LTF"	"protein_coding"	"chr3"	46477136	46526724	"-"
"ENSG00000012232"	"2137"	"EXTL3"	"protein_coding"	"chr8"	28457986	28613116	"+"
"ENSG00000012504"	"9971"	"NR1H4"	"protein_coding"	"chr12"	100867486	100958191	"+"
"ENSG00000012660"	"60481"	"ELOVL5"	"protein_coding"	"chr6"	53132196	53213947	"-"
"ENSG00000012779"	"240"	"ALOX5"	"protein_coding"	"chr10"	45869661	45941561	"+"
"ENSG00000012817"	"8284"	"KDM5D"	"protein_coding"	"chrY"	21865751	21906825	"-"
"ENSG00000012822"	"57658"	"CALCOCO1"	"protein_coding"	"chr12"	54104903	54121529	"-"
"ENSG00000012963"	"55148"	"UBR7"	"protein_coding"	"chr14"	93673401	93695561	"+"
"ENSG00000012983"	"11183"	"MAP4K5"	"protein_coding"	"chr14"	50885219	51027844	"-"
"ENSG00000013016"	"30845"	"EHD3"	"protein_coding"	"chr2"	31456880	31492313	"+"
"ENSG00000013275"	"5704"	"PSMC4"	"protein_coding"	"chr19"	40476912	40487348	"+"
"ENSG00000013288"	"23324"	"MAN2B2"	"protein_coding"	"chr4"	6576902	6625089	"+"
"ENSG00000013293"	"57709"	"SLC7A14"	"protein_coding"	"chr3"	170177372	170303863	"-"
"ENSG00000013297"	"5010"	"CLDN11"	"protein_coding"	"chr3"	170136653	170578169	"+"
"ENSG00000013306"	"51629"	"SLC25A39"	"protein_coding"	"chr17"	42396993	42402238	"-"
"ENSG00000013364"	"9961"	"MVP"	"protein_coding"	"chr16"	29831715	29859355	"+"
"ENSG00000013374"	"51667"	"NUB1"	"protein_coding"	"chr7"	151038785	151075535	"+"
"ENSG00000013375"	"5238"	"PGM3"	"protein_coding"	"chr6"	83870869	83903655	"-"
"ENSG00000013392"	"112611"	"RWDD2A"	"protein_coding"	"chr6"	83903098	83908651	"+"
"ENSG00000013441"	"1195"	"CLK1"	"protein_coding"	"chr2"	201717732	201729422	"-"
"ENSG00000013503"	"55703"	"POLR3B"	"protein_coding"	"chr12"	106751436	106903976	"+"
"ENSG00000013523"	"23357"	"ANGEL1"	"protein_coding"	"chr14"	77253588	77292589	"-"
"ENSG00000013561"	"9604"	"RNF14"	"protein_coding"	"chr5"	141337893	141369856	"+"
"ENSG00000013563"	"1774"	"DNASE1L1"	"protein_coding"	"chrX"	153629579	153640449	"-"
"ENSG00000013573"	"1663"	"DDX11"	"protein_coding"	"chr12"	31226779	31257725	"+"
"ENSG00000013583"	"50865"	"HEBP1"	"protein_coding"	"chr12"	13127798	13153207	"-"
"ENSG00000013588"	"9052"	"GPRC5A"	"protein_coding"	"chr12"	13043716	13070871	"+"
"ENSG00000013619"	"10046"	"MAMLD1"	"protein_coding"	"chrX"	149529689	149682448	"+"
"ENSG00000013725"	"923"	"CD6"	"protein_coding"	"chr11"	60739115	60787849	"+"
"ENSG00000013810"	"10460"	"TACC3"	"protein_coding"	"chr4"	1723227	1746898	"+"
"ENSG00000014123"	"23376"	"UFL1"	"protein_coding"	"chr6"	96969471	97003152	"+"
"ENSG00000014138"	"23649"	"POLA2"	"protein_coding"	"chr11"	65029233	65073060	"+"
"ENSG00000014164"	"23144"	"ZC3H3"	"protein_coding"	"chr8"	144519825	144623623	"-"
"ENSG00000014216"	"823"	"CAPN1"	"protein_coding"	"chr11"	64948037	64979477	"+"
"ENSG00000014257"	"55"	"ACPP"	"protein_coding"	"chr3"	132036211	132087142	"+"
"ENSG00000014641"	"4190"	"MDH1"	"protein_coding"	"chr2"	63815743	63834331	"+"
"ENSG00000014824"	"10463"	"SLC30A9"	"protein_coding"	"chr4"	41992489	42092474	"+"
"ENSG00000014914"	"10903"	"MTMR11"	"protein_coding"	"chr1"	149900543	149908791	"-"
"ENSG00000014919"	"1355"	"COX15"	"protein_coding"	"chr10"	101471601	101491857	"-"
"ENSG00000015133"	"440193"	"CCDC88C"	"protein_coding"	"chr14"	91737667	91884188	"-"
"ENSG00000015153"	"10138"	"YAF2"	"protein_coding"	"chr12"	42550906	42632151	"-"
"ENSG00000015171"	"10771"	"ZMYND11"	"protein_coding"	"chr10"	180405	300577	"+"
"ENSG00000015285"	"7454"	"WAS"	"protein_coding"	"chrX"	48534985	48549818	"+"
"ENSG00000015413"	"1800"	"DPEP1"	"protein_coding"	"chr16"	89679716	89704839	"+"
"ENSG00000015475"	"637"	"BID"	"protein_coding"	"chr22"	18216906	18257536	"-"
"ENSG00000015479"	"9782"	"MATR3"	"protein_coding"	"chr5"	138609441	138667360	"+"
"ENSG00000015520"	"29881"	"NPC1L1"	"protein_coding"	"chr7"	44552134	44580914	"-"
"ENSG00000015532"	"64132"	"XYLT2"	"protein_coding"	"chr17"	48423453	48440499	"+"
"ENSG00000015568"	"84220"	"RGPD5"	"protein_coding"	"chr2"	110550335	110615272	"+"
"ENSG00000015568"	"729540"	"RGPD5"	"protein_coding"	"chr2"	110550335	110615272	"+"
"ENSG00000015592"	"81551"	"STMN4"	"protein_coding"	"chr8"	27092840	27115937	"-"
"ENSG00000015676"	"23386"	"NUDCD3"	"protein_coding"	"chr7"	44418720	44530479	"-"
"ENSG00000016082"	"3670"	"ISL1"	"protein_coding"	"chr5"	50678921	50690564	"+"
"ENSG00000016391"	"55349"	"CHDH"	"protein_coding"	"chr3"	53846362	53880417	"-"
"ENSG00000016402"	"53832"	"IL20RA"	"protein_coding"	"chr6"	137321108	137366298	"-"
"ENSG00000016490"	"1179"	"CLCA1"	"protein_coding"	"chr1"	86934051	86965972	"+"
"ENSG00000016602"	"22802"	"CLCA4"	"protein_coding"	"chr1"	87012761	87046437	"+"
"ENSG00000016864"	"55830"	"GLT8D1"	"protein_coding"	"chr3"	52728505	52740048	"-"
"ENSG00000017260"	"27032"	"ATP2C1"	"protein_coding"	"chr3"	130569439	130735556	"+"
"ENSG00000017427"	"3479"	"IGF1"	"protein_coding"	"chr12"	102789645	102874423	"-"
"ENSG00000017483"	"92745"	"SLC38A5"	"protein_coding"	"chrX"	48316920	48328644	"-"
"ENSG00000017797"	"10928"	"RALBP1"	"protein_coding"	"chr18"	9475007	9538114	"+"
"ENSG00000018189"	"22902"	"RUFY3"	"protein_coding"	"chr4"	71569921	71673032	"+"
"ENSG00000018236"	"1272"	"CNTN1"	"protein_coding"	"chr12"	41086244	41466220	"+"
"ENSG00000018280"	"6556"	"SLC11A1"	"protein_coding"	"chr2"	219246752	219261617	"+"
"ENSG00000018408"	"25937"	"WWTR1"	"protein_coding"	"chr3"	149235022	149454501	"-"
"ENSG00000018510"	"8540"	"AGPS"	"protein_coding"	"chr2"	178257372	178408564	"+"
"ENSG00000018610"	"63932"	"CXorf56"	"protein_coding"	"chrX"	118672112	118699397	"-"
"ENSG00000018625"	"477"	"ATP1A2"	"protein_coding"	"chr1"	160085549	160113381	"+"
"ENSG00000018699"	"55622"	"TTC27"	"protein_coding"	"chr2"	32853099	33046118	"+"
"ENSG00000018869"	"147948"	"ZNF582"	"protein_coding"	"chr19"	56887413	56904914	"-"
"ENSG00000019102"	"23584"	"VSIG2"	"protein_coding"	"chr11"	124617368	124622134	"-"
"ENSG00000019144"	"23187"	"PHLDB1"	"protein_coding"	"chr11"	118477155	118528741	"+"
"ENSG00000019169"	"8685"	"MARCO"	"protein_coding"	"chr2"	119699742	119752236	"+"
"ENSG00000019186"	"1591"	"CYP24A1"	"protein_coding"	"chr20"	52769988	52790512	"-"
"ENSG00000019485"	"56981"	"PRDM11"	"protein_coding"	"chr11"	45115564	45247734	"+"
"ENSG00000019505"	"57586"	"SYT13"	"protein_coding"	"chr11"	45261852	45307870	"-"
"ENSG00000019549"	"6591"	"SNAI2"	"protein_coding"	"chr8"	49830249	49834299	"-"
"ENSG00000019582"	"972"	"CD74"	"protein_coding"	"chr5"	149781200	149792492	"-"
"ENSG00000019991"	"3082"	"HGF"	"protein_coding"	"chr7"	81328322	81399754	"-"
"ENSG00000019995"	"54764"	"ZRANB1"	"protein_coding"	"chr10"	126630692	126676758	"+"
"ENSG00000020129"	"23154"	"NCDN"	"protein_coding"	"chr1"	36023074	36032875	"+"
"ENSG00000020181"	"25960"	"GPR124"	"protein_coding"	"chr8"	37641709	37702414	"+"
"ENSG00000020256"	"55734"	"ZFP64"	"protein_coding"	"chr20"	50668202	50820847	"-"
"ENSG00000020426"	"4331"	"MNAT1"	"protein_coding"	"chr14"	61201460	61436671	"+"
"ENSG00000020577"	"23034"	"SAMD4A"	"protein_coding"	"chr14"	55033815	55260033	"+"
"ENSG00000020633"	"864"	"RUNX3"	"protein_coding"	"chr1"	25226002	25291612	"-"
"ENSG00000020922"	"4361"	"MRE11A"	"protein_coding"	"chr11"	94152895	94227074	"-"
"ENSG00000021300"	"58473"	"PLEKHB1"	"protein_coding"	"chr11"	73357223	73373864	"+"
"ENSG00000021355"	"1992"	"SERPINB1"	"protein_coding"	"chr6"	2832566	2842240	"-"
"ENSG00000021461"	"64816"	"CYP3A43"	"protein_coding"	"chr7"	99425636	99463718	"+"
"ENSG00000021488"	"11136"	"SLC7A9"	"protein_coding"	"chr19"	33321415	33360672	"-"
"ENSG00000021574"	"6683"	"SPAST"	"protein_coding"	"chr2"	32288680	32382706	"+"
"ENSG00000021645"	"9369"	"NRXN3"	"protein_coding"	"chr14"	78708734	80330762	"+"
"ENSG00000021762"	"114879"	"OSBPL5"	"protein_coding"	"chr11"	3108346	3187969	"-"
"ENSG00000021776"	"9716"	"AQR"	"protein_coding"	"chr15"	35147732	35262040	"-"
"ENSG00000021826"	"1373"	"CPS1"	"protein_coding"	"chr2"	211342406	211543831	"+"
"ENSG00000021852"	"732"	"C8B"	"protein_coding"	"chr1"	57394883	57431813	"-"
"ENSG00000022267"	"2273"	"FHL1"	"protein_coding"	"chrX"	135229559	135293518	"+"
"ENSG00000022277"	"51507"	"RTFDC1"	"protein_coding"	"chr20"	55043647	55093943	"+"
"ENSG00000022355"	"2554"	"GABRA1"	"protein_coding"	"chr5"	161274197	161326975	"+"
"ENSG00000022556"	"55655"	"NLRP2"	"protein_coding"	"chr19"	55464498	55512510	"+"
"ENSG00000022567"	"57210"	"SLC45A4"	"protein_coding"	"chr8"	142217265	142318404	"-"
"ENSG00000022840"	"9921"	"RNF10"	"protein_coding"	"chr12"	120971283	121015397	"+"
"ENSG00000022976"	"55778"	"ZNF839"	"protein_coding"	"chr14"	102783714	102809044	"+"
"ENSG00000023041"	"64429"	"ZDHHC6"	"protein_coding"	"chr10"	114190058	114206672	"-"
"ENSG00000023171"	"57476"	"GRAMD1B"	"protein_coding"	"chr11"	123396344	123498482	"+"
"ENSG00000023191"	"6050"	"RNH1"	"protein_coding"	"chr11"	494512	507300	"-"
"ENSG00000023228"	"4719"	"NDUFS1"	"protein_coding"	"chr2"	206979541	207024327	"-"
"ENSG00000023287"	"9821"	"RB1CC1"	"protein_coding"	"chr8"	53535016	53658403	"-"
"ENSG00000023318"	"23071"	"ERP44"	"protein_coding"	"chr9"	102741461	102861322	"-"
"ENSG00000023330"	"211"	"ALAS1"	"protein_coding"	"chr3"	52232102	52248343	"+"
"ENSG00000023445"	"330"	"BIRC3"	"protein_coding"	"chr11"	102188215	102210134	"+"
"ENSG00000023516"	"11215"	"AKAP11"	"protein_coding"	"chr13"	42846289	42897396	"+"
"ENSG00000023572"	"51022"	"GLRX2"	"protein_coding"	"chr1"	193065598	193075244	"-"
"ENSG00000023608"	"6617"	"SNAPC1"	"protein_coding"	"chr14"	62229075	62263146	"+"
"ENSG00000023697"	"51071"	"DERA"	"protein_coding"	"chr12"	16064106	16190220	"+"
"ENSG00000023734"	"11171"	"STRAP"	"protein_coding"	"chr12"	16035325	16056412	"+"
"ENSG00000023839"	"1244"	"ABCC2"	"protein_coding"	"chr10"	101542489	101611949	"+"
"ENSG00000023892"	"50619"	"DEF6"	"protein_coding"	"chr6"	35265595	35289548	"+"
"ENSG00000023902"	"51177"	"PLEKHO1"	"protein_coding"	"chr1"	150121373	150136916	"+"
"ENSG00000023909"	"2730"	"GCLM"	"protein_coding"	"chr1"	94350761	94374966	"-"
"ENSG00000024048"	"23304"	"UBR2"	"protein_coding"	"chr6"	42531800	42661242	"+"
"ENSG00000024422"	"30846"	"EHD2"	"protein_coding"	"chr19"	48216600	48246391	"+"
"ENSG00000024526"	"55635"	"DEPDC1"	"protein_coding"	"chr1"	68939835	68962904	"-"
"ENSG00000024862"	"25901"	"CCDC28A"	"protein_coding"	"chr6"	139094657	139114456	"+"
"ENSG00000025039"	"58528"	"RRAGD"	"protein_coding"	"chr6"	90074355	90121989	"-"
"ENSG00000025156"	"3298"	"HSF2"	"protein_coding"	"chr6"	122720691	122754264	"+"
"ENSG00000025293"	"51230"	"PHF20"	"protein_coding"	"chr20"	34359896	34538303	"+"
"ENSG00000025423"	"8630"	"HSD17B6"	"protein_coding"	"chr12"	57145945	57181574	"+"
"ENSG00000025434"	"10062"	"NR1H3"	"protein_coding"	"chr11"	47269851	47290396	"+"
"ENSG00000025708"	"1890"	"TYMP"	"protein_coding"	"chr22"	50964181	50968485	"-"
"ENSG00000025770"	"29781"	"NCAPH2"	"protein_coding"	"chr22"	50946645	50961901	"+"
"ENSG00000025772"	"10953"	"TOMM34"	"protein_coding"	"chr20"	43570771	43589127	"-"
"ENSG00000025796"	"11231"	"SEC63"	"protein_coding"	"chr6"	108188960	108279393	"-"
"ENSG00000025800"	"23633"	"KPNA6"	"protein_coding"	"chr1"	32573639	32642169	"+"
"ENSG00000026025"	"7431"	"VIM"	"protein_coding"	"chr10"	17270258	17279592	"+"
"ENSG00000026036"	"100533107"	"RTEL1-TNFRSF6B"	"protein_coding"	"chr20"	62290653	62330037	"+"
"ENSG00000026103"	"355"	"FAS"	"protein_coding"	"chr10"	90750414	90775542	"+"
"ENSG00000026297"	"8635"	"RNASET2"	"protein_coding"	"chr6"	167342992	167370679	"-"
"ENSG00000026508"	"960"	"CD44"	"protein_coding"	"chr11"	35160417	35253949	"+"
"ENSG00000026559"	"3755"	"KCNG1"	"protein_coding"	"chr20"	49620193	49639666	"-"
"ENSG00000026652"	"56895"	"AGPAT4"	"protein_coding"	"chr6"	161551011	161695093	"-"
"ENSG00000026751"	"57823"	"SLAMF7"	"protein_coding"	"chr1"	160709037	160724611	"+"
"ENSG00000026950"	"11119"	"BTN3A1"	"protein_coding"	"chr6"	26402465	26415444	"+"
"ENSG00000027001"	"4285"	"MIPEP"	"protein_coding"	"chr13"	24304328	24463558	"-"
"ENSG00000027075"	"5583"	"PRKCH"	"protein_coding"	"chr14"	61654277	62017694	"+"
"ENSG00000027644"	"3645"	"INSRR"	"protein_coding"	"chr1"	156809855	156828810	"-"
"ENSG00000027697"	"3459"	"IFNGR1"	"protein_coding"	"chr6"	137518621	137540586	"-"
"ENSG00000027847"	"11285"	"B4GALT7"	"protein_coding"	"chr5"	177027101	177037348	"+"
"ENSG00000027869"	"9047"	"SH2D2A"	"protein_coding"	"chr1"	156776035	156786654	"-"
"ENSG00000028116"	"7444"	"VRK2"	"protein_coding"	"chr2"	58134786	58387055	"+"
"ENSG00000028137"	"7133"	"TNFRSF1B"	"protein_coding"	"chr1"	12227060	12269285	"+"
"ENSG00000028203"	"55591"	"VEZT"	"protein_coding"	"chr12"	95611522	95696566	"+"
"ENSG00000028277"	"5452"	"POU2F2"	"protein_coding"	"chr19"	42590263	42700737	"-"
"ENSG00000028310"	"65980"	"BRD9"	"protein_coding"	"chr5"	850406	892939	"-"
"ENSG00000028528"	"6642"	"SNX1"	"protein_coding"	"chr15"	64386322	64438289	"+"
"ENSG00000028839"	"9519"	"TBPL1"	"protein_coding"	"chr6"	134273308	134311570	"+"
"ENSG00000029153"	"56938"	"ARNTL2"	"protein_coding"	"chr12"	27485787	27576241	"+"
"ENSG00000029363"	"9774"	"BCLAF1"	"protein_coding"	"chr6"	136578001	136610989	"-"
"ENSG00000029364"	"55334"	"SLC39A9"	"protein_coding"	"chr14"	69864732	69929105	"+"
"ENSG00000029534"	"286"	"ANK1"	"protein_coding"	"chr8"	41510739	41754280	"-"
"ENSG00000029559"	"3381"	"IBSP"	"protein_coding"	"chr4"	88720733	88733074	"+"
"ENSG00000029639"	"51106"	"TFB1M"	"protein_coding"	"chr6"	155578643	155635627	"-"
"ENSG00000029725"	"9135"	"RABEP1"	"protein_coding"	"chr17"	5185558	5289129	"+"
"ENSG00000029993"	"3149"	"HMGB3"	"protein_coding"	"chrX"	150148982	150159248	"+"
"ENSG00000030066"	"23279"	"NUP160"	"protein_coding"	"chr11"	47799639	47870107	"-"
"ENSG00000030110"	"578"	"BAK1"	"protein_coding"	"chr6"	33540329	33548019	"-"
"ENSG00000030304"	"4593"	"MUSK"	"protein_coding"	"chr9"	113431051	113563859	"+"
"ENSG00000030419"	"22807"	"IKZF2"	"protein_coding"	"chr2"	213864429	214017151	"-"
"ENSG00000030582"	"2896"	"GRN"	"protein_coding"	"chr17"	42422614	42430470	"+"
"ENSG00000031003"	"51306"	"FAM13B"	"protein_coding"	"chr5"	137273649	137387650	"-"
"ENSG00000031081"	"57514"	"ARHGAP31"	"protein_coding"	"chr3"	119013220	119139561	"+"
"ENSG00000031691"	"55166"	"CENPQ"	"protein_coding"	"chr6"	49431091	49460820	"+"
"ENSG00000031698"	"6301"	"SARS"	"protein_coding"	"chr1"	109756540	109780791	"+"
"ENSG00000031823"	"8498"	"RANBP3"	"protein_coding"	"chr19"	5916150	5978153	"-"
"ENSG00000032219"	"5926"	"ARID4A"	"protein_coding"	"chr14"	58765103	58840605	"+"
"ENSG00000032389"	"7260"	"TSSC1"	"protein_coding"	"chr2"	3192696	3381653	"-"
"ENSG00000032444"	"10908"	"PNPLA6"	"protein_coding"	"chr19"	7598890	7626650	"+"
"ENSG00000032742"	"8100"	"IFT88"	"protein_coding"	"chr13"	21140585	21265503	"+"
"ENSG00000033011"	"56052"	"ALG1"	"protein_coding"	"chr16"	5083703	5137380	"+"
"ENSG00000033030"	"55596"	"ZCCHC8"	"protein_coding"	"chr12"	122957417	122985518	"-"
"ENSG00000033050"	"10061"	"ABCF2"	"protein_coding"	"chr7"	150904923	150924316	"-"
"ENSG00000033100"	"54480"	"CHPF2"	"protein_coding"	"chr7"	150929575	150935908	"+"
"ENSG00000033122"	"57554"	"LRRC7"	"protein_coding"	"chr1"	70034081	70617628	"+"
"ENSG00000033170"	"2530"	"FUT8"	"protein_coding"	"chr14"	65877310	66210839	"+"
"ENSG00000033178"	"55236"	"UBA6"	"protein_coding"	"chr4"	68478370	68566897	"-"
"ENSG00000033327"	"9846"	"GAB2"	"protein_coding"	"chr11"	77926343	78129394	"-"
"ENSG00000033627"	"535"	"ATP6V0A1"	"protein_coding"	"chr17"	40610862	40674629	"+"
"ENSG00000033800"	"8554"	"PIAS1"	"protein_coding"	"chr15"	68346517	68483096	"+"
"ENSG00000033867"	"9497"	"SLC4A7"	"protein_coding"	"chr3"	27414214	27525911	"-"
"ENSG00000034053"	"321"	"APBA2"	"protein_coding"	"chr15"	29129629	29410518	"+"
"ENSG00000034152"	"5606"	"MAP2K3"	"protein_coding"	"chr17"	21187984	21218552	"+"
"ENSG00000034239"	"79645"	"EFCAB1"	"protein_coding"	"chr8"	49623348	49647870	"-"
"ENSG00000034510"	"9168"	"TMSB10"	"protein_coding"	"chr2"	85132749	85133795	"+"
"ENSG00000034533"	"28990"	"ASTE1"	"protein_coding"	"chr3"	130732719	130746493	"-"
"ENSG00000034677"	"25897"	"RNF19A"	"protein_coding"	"chr8"	101269288	101348446	"-"
"ENSG00000034693"	"8504"	"PEX3"	"protein_coding"	"chr6"	143771944	143811147	"+"
"ENSG00000034713"	"11345"	"GABARAPL2"	"protein_coding"	"chr16"	75600249	75611779	"+"
"ENSG00000034971"	"4653"	"MYOC"	"protein_coding"	"chr1"	171604557	171621823	"-"
"ENSG00000035115"	"26751"	"SH3YL1"	"protein_coding"	"chr2"	217730	266398	"-"
"ENSG00000035141"	"84908"	"FAM136A"	"protein_coding"	"chr2"	70523107	70529222	"-"
"ENSG00000035403"	"7414"	"VCL"	"protein_coding"	"chr10"	75757872	75879918	"+"
"ENSG00000035499"	"55789"	"DEPDC1B"	"protein_coding"	"chr5"	59892739	59996017	"-"
"ENSG00000035664"	"23604"	"DAPK2"	"protein_coding"	"chr15"	64199235	64364232	"-"
"ENSG00000035681"	"8439"	"NSMAF"	"protein_coding"	"chr8"	59496063	59572403	"-"
"ENSG00000035687"	"159"	"ADSS"	"protein_coding"	"chr1"	244571796	244615436	"-"
"ENSG00000035720"	"26228"	"STAP1"	"protein_coding"	"chr4"	68424446	68473055	"+"
"ENSG00000035862"	"7077"	"TIMP2"	"protein_coding"	"chr17"	76849059	76921469	"-"
"ENSG00000035928"	"5981"	"RFC1"	"protein_coding"	"chr4"	39289076	39367995	"-"
"ENSG00000036054"	"55773"	"TBC1D23"	"protein_coding"	"chr3"	99979844	100044095	"+"
"ENSG00000036257"	"8452"	"CUL3"	"protein_coding"	"chr2"	225334867	225450110	"-"
"ENSG00000036448"	"9172"	"MYOM2"	"protein_coding"	"chr8"	1993155	2113475	"+"
"ENSG00000036473"	"5009"	"OTC"	"protein_coding"	"chrX"	38211798	38280703	"+"
"ENSG00000036530"	"10858"	"CYP46A1"	"protein_coding"	"chr14"	100150641	100193638	"+"
"ENSG00000036549"	"26009"	"ZZZ3"	"protein_coding"	"chr1"	78028101	78149104	"-"
"ENSG00000036565"	"6570"	"SLC18A1"	"protein_coding"	"chr8"	20002366	20040717	"-"
"ENSG00000036672"	"9099"	"USP2"	"protein_coding"	"chr11"	119225925	119252436	"-"
"ENSG00000036828"	"846"	"CASR"	"protein_coding"	"chr3"	121902530	122005342	"+"
"ENSG00000037042"	"27175"	"TUBG2"	"protein_coding"	"chr17"	40811323	40819024	"+"
"ENSG00000037241"	"51121"	"RPL26L1"	"protein_coding"	"chr5"	172385732	172396774	"+"
"ENSG00000037280"	"2324"	"FLT4"	"protein_coding"	"chr5"	180028506	180076624	"-"
"ENSG00000037474"	"54888"	"NSUN2"	"protein_coding"	"chr5"	6599352	6633404	"-"
"ENSG00000037637"	"54455"	"FBXO42"	"protein_coding"	"chr1"	16573334	16678949	"-"
"ENSG00000037749"	"4238"	"MFAP3"	"protein_coding"	"chr5"	153418466	153600038	"+"
"ENSG00000037757"	"84245"	"MRI1"	"protein_coding"	"chr19"	13875346	13885096	"+"
"ENSG00000037897"	"4234"	"METTL1"	"protein_coding"	"chr12"	58162254	58166576	"-"
"ENSG00000037965"	"3224"	"HOXC8"	"protein_coding"	"chr12"	54402832	54407570	"+"
"ENSG00000038002"	"175"	"AGA"	"protein_coding"	"chr4"	178351924	178363657	"-"
"ENSG00000038210"	"55300"	"PI4K2B"	"protein_coding"	"chr4"	25162263	25280714	"+"
"ENSG00000038219"	"259282"	"BOD1L1"	"protein_coding"	"chr4"	13570362	13629347	"-"
"ENSG00000038274"	"27430"	"MAT2B"	"protein_coding"	"chr5"	162930120	162946342	"+"
"ENSG00000038295"	"7092"	"TLL1"	"protein_coding"	"chr4"	166794410	167025047	"+"
"ENSG00000038358"	"23644"	"EDC4"	"protein_coding"	"chr16"	67906926	67918406	"+"
"ENSG00000038382"	"7204"	"TRIO"	"protein_coding"	"chr5"	14143811	14532235	"+"
"ENSG00000038427"	"1462"	"VCAN"	"protein_coding"	"chr5"	82767284	82878122	"+"
"ENSG00000038532"	"23274"	"CLEC16A"	"protein_coding"	"chr16"	11038345	11276046	"+"
"ENSG00000038945"	"4481"	"MSR1"	"protein_coding"	"chr8"	15965387	16424999	"-"
"ENSG00000039068"	"999"	"CDH1"	"protein_coding"	"chr16"	68771128	68869451	"+"
"ENSG00000039123"	"23517"	"SKIV2L2"	"protein_coding"	"chr5"	54603588	54721409	"+"
